m,v,d,tt,tp,ike,cu,e,lambda,AB,e/cu,AB_pred
0.1,10,0.04,-3.580563311,-1.983404353,1.609437912,0.0,6.214608097999999,-1.609437912,-0.570068542,6.214608097999999,0.5559102
0.2,10,0.08,-3.884407838,-2.2491580769999997,2.3025850930000002,0.0,6.214608097999999,-1.609437912,0.123078638,6.214608097999999,1.1109036
0.1,15,0.04,-4.6950948939999995,-2.593793375,2.420368129,1.609437912,7.824046011,-1.609437912,1.03936937,6.214608097999999,2.851693
0.2,15,0.04,-4.135166557,-2.057194845,3.113515309,1.609437912,7.824046011,-1.609437912,1.03936937,6.214608097999999,2.7965062
0.2,20,0.04,-3.918041078,-1.6053861319999998,3.688879454,1.609437912,7.824046011,-1.609437912,1.03936937,6.214608097999999,2.725479
0.5,5,0.04,-4.08399827,-2.905233651,1.832581464,1.609437912,7.824046011,-1.609437912,1.03936937,6.214608097999999,2.8026726
0.5,10,0.04,-4.240527072,-2.493648751,3.218875825,2.3025850930000002,8.517193191,-1.609437912,1.732516551,6.214608097999999,5.4069047
0.5,15,0.04,-3.969652118,-1.8773173580000002,4.0298060410000005,2.3025850930000002,8.517193191,-1.609437912,1.732516551,6.214608097999999,5.5613117
0.5,20,0.04,-3.742280231,-1.390157815,4.6051701860000005,2.3025850930000002,8.517193191,-1.609437912,1.732516551,6.214608097999999,5.6521297
0.2,15,0.04,-5.339139361,-3.070886947,3.113515309,3.218875825,9.433483922999999,-1.609437912,2.648807283,6.214608097999999,13.814366
0.5,10,0.04,-4.898199865,-3.016261565,3.218875825,3.218875825,9.433483922999999,-1.609437912,2.648807283,6.214608097999999,13.631144
